iter	MAE
349	2.823236353
350	2.818278996
351	2.813322522
352	2.808390302
353	2.803303218
354	2.798374562
355	2.793377297
356	2.788588298
357	2.783749295
358	2.778937698
359	2.774020766
360	2.769018927
361	2.764283272
362	2.759448649
363	2.754714818
364	2.749861674
365	2.745119359
366	2.740256636
367	2.735522569
368	2.730776668
369	2.726080719
370	2.721407681
371	2.716913606
372	2.712215471
373	2.707505043
374	2.702823036
375	2.698137274
376	2.693513449
377	2.688942695
378	2.684345564
379	2.679742552
380	2.675187379
381	2.670822056
382	2.666346611
383	2.661864812
384	2.657354192
385	2.652890977
386	2.64857054
387	2.64419211
388	2.639721144
389	2.635417902
390	2.631049059
391	2.62670505
392	2.622340368
393	2.618112887
394	2.613873637
395	2.609623733
396	2.605525287
397	2.601332978
398	2.597058791
399	2.592886133
400	2.588855944
401	2.58480507
402	2.58068341
403	2.57666288
404	2.572562932
405	2.56854541
406	2.564476235
407	2.560416759
408	2.556483313
409	2.552522639
410	2.548716074
411	2.544827682
412	2.540936719
413	2.536983196
414	2.533237684
415	2.529461169
416	2.525487404
417	2.521782013
418	2.517896033
419	2.514172443
420	2.510266279
421	2.506493918
422	2.502748918
423	2.499016382
424	2.495243229
425	2.491525265
426	2.487855791
427	2.484217496
428	2.480519921
429	2.476791952
430	2.473120688
431	2.469559197
432	2.465958799
433	2.462473396
434	2.45887789
435	2.455405189
436	2.451688327
437	2.448180556
438	2.444633866
439	2.440955126
440	2.437442889
441	2.433941219
442	2.430546047
443	2.427097028
444	2.423641628
445	2.420165838
446	2.41680355
447	2.413416562
448	2.410077662
449	2.406705264
450	2.403320359
451	2.400058047
452	2.396771664
453	2.393585932
454	2.39027112
455	2.386920426
456	2.383618665
457	2.380468906
458	2.377252926
459	2.374040798
460	2.370856967
461	2.367765071
462	2.364636464
463	2.361422694
464	2.358266336
465	2.355037642
466	2.351980218
467	2.348952922
468	2.345851517
469	2.34275024
470	2.339631111
471	2.336663366
472	2.333631882
473	2.330683202
474	2.327700142
475	2.324723224
476	2.321853817
477	2.318970155
478	2.316016221
479	2.31311001
480	2.310248466
481	2.307369381
482	2.30466181
483	2.3018387
484	2.299104117
485	2.296264635
486	2.293462428
487	2.290678774
488	2.287921708
489	2.285302808
490	2.282575536
491	2.279820313
492	2.277163705
493	2.274443728
494	2.271723121
495	2.269272429
496	2.266716742
497	2.264119392
498	2.261519931
499	2.259064295
500	2.256559808
501	2.25413431
502	2.251646808
503	2.249111343
504	2.246601982
505	2.244091714
506	2.241677257
507	2.239335939
508	2.237024444
509	2.234838283
510	2.232490364
511	2.230181469
512	2.227937443
513	2.225677258
514	2.223253803
515	2.220946574
516	2.218503768
517	2.216140622
518	2.213823127
519	2.211494965
520	2.209245191
521	2.207015069
522	2.204757345
523	2.2026925
524	2.200489337
525	2.19832018
526	2.196239746
527	2.194114021
528	2.192060133
529	2.189958823
530	2.187826036
531	2.185760131
532	2.183672728
533	2.181656542
534	2.179629389
535	2.17746874
536	2.175348974
537	2.173379568
538	2.171472861
539	2.16946469
540	2.167499582
541	2.165530109
542	2.163603894
543	2.161773551
544	2.159886042
545	2.158000455
546	2.156189021
547	2.154275738
548	2.152596705
549	2.150737203
550	2.148876995
551	2.147187075
552	2.145391829
553	2.143448006
554	2.141651297
555	2.139801261
556	2.138142787
557	2.136467586
558	2.134745389
559	2.133020218
560	2.131219082
561	2.129598509
562	2.127814956
563	2.126165357
564	2.124597964
565	2.122965627
566	2.121260424
567	2.119651133
568	2.117888034
569	2.116290509
570	2.114742396
571	2.11321178
572	2.111671716
573	2.110123213
574	2.108592163
575	2.107058744
576	2.105568127
577	2.104108209
578	2.1025756
579	2.101120301
580	2.099698809
581	2.098301416
582	2.096887271
583	2.095348403
584	2.093883115
585	2.092554987
586	2.091126845
587	2.089725207
588	2.088263225
589	2.086883779
590	2.085638658
591	2.084388903
592	2.0829459
593	2.081691404
594	2.080533222
595	2.079320969
596	2.078058588
597	2.0767397
598	2.075495791
599	2.074241154
600	2.073023823
601	2.071705678
602	2.070539453
603	2.069270388
604	2.068067346
605	2.066881623
606	2.065694734
607	2.064381828
608	2.063096123
609	2.061777474
610	2.060537345
611	2.059340604
612	2.058210319
613	2.057032396
614	2.055880953
615	2.054796169
616	2.053653989
617	2.052459345
618	2.051386164
619	2.050253401
620	2.0492593
621	2.04822539
622	2.047143897
623	2.046093675
624	2.045082825
625	2.04402624
626	2.043086337
627	2.042078105
628	2.041277415
629	2.040379046
630	2.039439385
631	2.038487127
632	2.037622315
633	2.036673034
634	2.035757662
635	2.034820732
636	2.033810836
637	2.032929812
638	2.032056192
639	2.031013906
640	2.030154603
641	2.029215347
642	2.028348751
643	2.02746207
644	2.026600082
645	2.025730314
646	2.024867385
647	2.024144495
648	2.023213884
649	2.02233491
650	2.021491142
651	2.020744746
652	2.019875427
653	2.01892465
654	2.018044956
655	2.017178748
656	2.01635301
657	2.015576813
658	2.014672734
659	2.013908657
660	2.01317788
661	2.012448294
662	2.011631709
663	2.010788384
664	2.009922186
665	2.009240786
666	2.008531542
667	2.007794509
668	2.007132727
669	2.006458651
670	2.005736729
671	2.0048867
672	2.004267757
673	2.003609148
674	2.002953159
675	2.002372257
676	2.001817338
677	2.0012219
678	2.000555826
679	1.999862546
680	1.999320261
681	1.99870361
682	1.998254754
683	1.997736777
684	1.997162831
685	1.99669217
686	1.996205354
687	1.995648204
688	1.995150136
689	1.994658542
690	1.994193595
691	1.993600186
692	1.993006867
693	1.992495434
694	1.9918545
695	1.991375512
696	1.990755574
697	1.990302902
698	1.989778855
699	1.989229366
700	1.988786968
701	1.98832397
702	1.987880265
703	1.987451414
704	1.986978071
705	1.986470046
706	1.986032712
707	1.985588934
708	1.985129765
709	1.98466371
710	1.984123797
711	1.983622022
712	1.983192719
713	1.982637571
714	1.98224392
715	1.981810171
716	1.981435135
717	1.980966718
718	1.980544499
719	1.979966099
720	1.979395655
721	1.97886007
722	1.978481811
723	1.978048853
724	1.977599067
725	1.977211189
726	1.976734466
727	1.976262958
728	1.97570191
729	1.975227372
730	1.974807485
731	1.974423566
732	1.973816255
733	1.973402439
734	1.973020232
735	1.972522543
736	1.972068931
737	1.971662638
738	1.97126067
739	1.970948953
740	1.970546863
741	1.970198403
742	1.96982553
743	1.969338923
744	1.968970111
745	1.96859867
746	1.968250236
747	1.96780806
748	1.967436448
749	1.967082903
750	1.966771174
751	1.966245857
752	1.965797386
753	1.965277631
754	1.964814266
755	1.964504238
756	1.964137234
757	1.963796067
758	1.963543769
759	1.963185353
760	1.962769593
761	1.962429864
762	1.962148728
763	1.961815124
764	1.96156066
765	1.961201719
766	1.960794978
767	1.960379776
768	1.960041115
769	1.959703792
770	1.959433909
771	1.95898676
772	1.958625801
773	1.958349806
774	1.958052039
775	1.957719084
776	1.957107702
777	1.956879242
778	1.956639274
779	1.956293842
780	1.955933668
781	1.955487723
782	1.955161849
783	1.954901119
784	1.95463025
785	1.954352164
786	1.954080322
787	1.953788124
788	1.953328545
789	1.95306137
790	1.952800001
791	1.952455877
792	1.952106605
793	1.951908659
794	1.95156197
795	1.95118656
796	1.950812558
797	1.950427075
798	1.950111103
799	1.949872324
800	1.949560944
801	1.949325096
802	1.948971944
803	1.948778544
804	1.948476029
805	1.948193494
806	1.947982935
807	1.947601315
808	1.94727338
809	1.946955659
810	1.946533085
811	1.946323329
812	1.946102642
813	1.945818835
814	1.945544276
815	1.945185539
816	1.944870761
817	1.944573664
818	1.944329965
819	1.943854968
820	1.943474255
821	1.943240655
822	1.943003822
823	1.942508086
824	1.942164981
825	1.941880176
826	1.941641701
827	1.941192123
828	1.940808341
829	1.940528497
830	1.940276396
831	1.940050875
832	1.939655114
833	1.939405903
834	1.939153419
835	1.938988555
836	1.938666934
837	1.938399223
838	1.938006335
839	1.937648159
840	1.937407869
841	1.93717164
842	1.93679201
843	1.9363313
844	1.936037059
845	1.935777294
846	1.93553952
847	1.935299563
848	1.934956604
849	1.934505586
850	1.934147643
851	1.933986722
852	1.933675509
853	1.933367295
854	1.93320265
855	1.932904995
856	1.932687073
857	1.93239009
858	1.93205857
859	1.93183061
860	1.931480532
861	1.931198804
862	1.931057407
863	1.930737113
864	1.930482752
865	1.930196114
866	1.929887622
867	1.929581873
868	1.929284689
869	1.928787213
870	1.928392362
871	1.928119785
872	1.927683804
873	1.927471884
874	1.927243946
875	1.9269961
876	1.92675571
877	1.926356241
878	1.925985372
879	1.925702579
880	1.925364819
881	1.924942931
882	1.924547147
883	1.924307599
884	1.923950047
885	1.923754787
886	1.923353886
887	1.92287084
888	1.922587188
889	1.922402437
890	1.922079857
891	1.921852631
892	1.921493436
893	1.921171549
894	1.921002701
895	1.920634611
896	1.920433458
897	1.920008808
898	1.91973028
899	1.919280198
900	1.919032488
901	1.918815316
902	1.91861489
903	1.918325669
904	1.917993421
905	1.917810345
906	1.917505014
907	1.917259599
908	1.917088084
909	1.916936247
910	1.916816366
911	1.916648951
912	1.916404458
913	1.916205927
914	1.915739028
915	1.915467001
916	1.915310724
917	1.91511941
918	1.914960164
919	1.914598722
920	1.914252542
921	1.91389507
922	1.913625505
923	1.913485039
924	1.913259909
925	1.913020182
926	1.912773329
927	1.912574952
928	1.912403801
929	1.912182481
930	1.912003011
931	1.911740875
932	1.911491672
933	1.911177369
934	1.910840237
935	1.910522716
936	1.910370891
937	1.910308673
938	1.910058749
939	1.909888235
940	1.909619712
941	1.909353523
942	1.909067754
943	1.908924172
944	1.908662052
945	1.908421479
946	1.908166597
947	1.907850326
948	1.907618161
949	1.907344542
950	1.906978053
951	1.906706279
952	1.906592804
953	1.906405655
954	1.906256103
955	1.906164322
956	1.905942803
957	1.905726031
958	1.905424843
959	1.905291937
960	1.904945296
961	1.904784792
962	1.904639041
963	1.904442709
964	1.904242453
965	1.904083491
966	1.90393508
967	1.903655537
968	1.903582145
969	1.903454617
970	1.903297757
971	1.902881461
972	1.902629712
973	1.902474755
974	1.902095069
975	1.90181634
976	1.901678666
977	1.901517278
978	1.901417201
979	1.901283931
980	1.901011414
981	1.900914921
982	1.900720793
983	1.90055974
984	1.900237135
985	1.900005056
986	1.899673713
987	1.899402273
988	1.899224437
989	1.898997292
990	1.898665869
991	1.898401334
992	1.898253107
993	1.89807006
994	1.897979299
995	1.897771951
996	1.897434046
997	1.897240113
998	1.896982287
999	1.896777642
1000	1.896581615
1001	1.896344571
1002	1.896155595
1003	1.896013992
1004	1.895827882
1005	1.895472927
1006	1.895109863
1007	1.894965835
1008	1.894669949
1009	1.894404706
1010	1.894231407
1011	1.894096837
1012	1.89380231
1013	1.893618415
1014	1.893470081
1015	1.893247491
1016	1.89306205
1017	1.892863788
1018	1.892628803
1019	1.892311619
1020	1.892140742
1021	1.891752748
1022	1.891623347
1023	1.891465614
1024	1.891312597
1025	1.891151343
1026	1.890998543
1027	1.890787579
1028	1.890530301
1029	1.890319264
1030	1.889984623
1031	1.889774168
1032	1.889541062
1033	1.88923991
1034	1.889014943
1035	1.888866664
1036	1.888675264
1037	1.888456325
1038	1.888332143
1039	1.888112268
1040	1.887808362
1041	1.887691235
1042	1.887488167
1043	1.887280524
1044	1.887128973
1045	1.886962144
1046	1.886871123
1047	1.886797362
1048	1.886642301
1049	1.886441853
1050	1.886213265
1051	1.886091983
1052	1.885849429
1053	1.885546676
1054	1.885372558
1055	1.885143686
1056	1.884880612
1057	1.884672552
1058	1.884531732
1059	1.884300824
1060	1.883989629
1061	1.883737628
1062	1.883443608
1063	1.883191144
1064	1.88304769
1065	1.88268782
1066	1.882371677
1067	1.882242996
1068	1.882087569
1069	1.881743151
1070	1.881683521
1071	1.881532444
1072	1.881204429
1073	1.881122558
1074	1.880830628
1075	1.88048735
1076	1.880272859
1077	1.880013955
1078	1.879806643
1079	1.879562031
1080	1.879244745
1081	1.878964695
1082	1.878753936
1083	1.878567514
1084	1.878366224
1085	1.878166506
1086	1.877976887
1087	1.877760644
1088	1.877461718
1089	1.877288653
1090	1.877188327
1091	1.87678433
1092	1.876582309
1093	1.876309962
1094	1.876088346
1095	1.875954658
1096	1.875613833
1097	1.875383127
1098	1.875137891
1099	1.874972018
1100	1.874767922
1101	1.874533783
1102	1.87437827
1103	1.874236022
1104	1.874051474
1105	1.873792462
1106	1.873642325
1107	1.873387493
1108	1.87323802
1109	1.873126854
1110	1.873063818
1111	1.872747377
1112	1.872471412
1113	1.872172318
1114	1.871936152
1115	1.871657793
1116	1.871467209
1117	1.871249699
1118	1.871076137
1119	1.87094987
1120	1.870605034
1121	1.87046915
1122	1.870200429
1123	1.870055658
1124	1.869877503
1125	1.869742863
1126	1.869468436
1127	1.869368098
1128	1.869193898
1129	1.86905738
1130	1.868981835
1131	1.868827518
1132	1.868757095
1133	1.868550212
1134	1.868280784
1135	1.867913322
1136	1.8677504
1137	1.867583054
1138	1.86736623
1139	1.867098452
1140	1.866918157
1141	1.86678804
1142	1.866509857
1143	1.866277966
1144	1.866154755
1145	1.865954013
1146	1.865722689
1147	1.865473682
1148	1.865254791
1149	1.864856949
1150	1.864705618
1151	1.864451193
1152	1.864344504
1153	1.864172141
1154	1.864120172
1155	1.863768695
1156	1.863651646
1157	1.863546157
1158	1.863467221
1159	1.863382299
1160	1.863163516
1161	1.86307193
1162	1.862868737
1163	1.862617637
1164	1.862310768
1165	1.862063929
1166	1.86175034
1167	1.861506821
1168	1.861188768
1169	1.860881484
1170	1.860790068
1171	1.860637222
1172	1.860430147
1173	1.860125368
1174	1.859989734
1175	1.859833222
1176	1.859583815
1177	1.859422065
1178	1.85927068
1179	1.85905733
1180	1.858737171
1181	1.858526057
1182	1.858307876
1183	1.858146139
1184	1.85788391
1185	1.857813928
1186	1.857637407
1187	1.857275006
1188	1.857137902
1189	1.857082646
1190	1.856894898
1191	1.856768528
1192	1.856647496
1193	1.85653876
1194	1.856430011
1195	1.856103363
1196	1.855964598
1197	1.855636666
1198	1.855457929
1199	1.855232567
1200	1.85515614
1201	1.855031485
1202	1.854815948
1203	1.854573948
1204	1.854441433
1205	1.854342949
1206	1.854214038
1207	1.854146487
1208	1.853999106
1209	1.853738576
1210	1.853464091
1211	1.853202362
1212	1.853102264
1213	1.853050163
1214	1.852854832
1215	1.852685946
1216	1.852474747
1217	1.852357517
1218	1.852076077
1219	1.851840512
1220	1.851713985
1221	1.851627309
1222	1.851525514
1223	1.851418615
1224	1.851244255
1225	1.850930058
1226	1.85072112
1227	1.850481872
1228	1.85018327
1229	1.850006575
1230	1.849714812
1231	1.84958997
1232	1.849412518
1233	1.849270023
1234	1.849140134
1235	1.848986218
1236	1.848921779
1237	1.848698342
1238	1.848414475
1239	1.848330057
1240	1.848117152
1241	1.847758398
1242	1.847567054
1243	1.847368199
1244	1.847313521
1245	1.847134408
1246	1.8469475
1247	1.846756071
1248	1.846608751
1249	1.846458196
1250	1.846340898
1251	1.846101836
1252	1.845924253
1253	1.845792815
1254	1.845545669
1255	1.845363417
1256	1.845191957
1257	1.845062371
1258	1.844891596
1259	1.844652217
1260	1.84458503
1261	1.844483228
1262	1.844273837
1263	1.844211058
1264	1.844038484
1265	1.843932544
1266	1.843692746
1267	1.843421995
1268	1.843347915
1269	1.843244254
1270	1.843032745
1271	1.842939101
1272	1.842740184
1273	1.842522553
1274	1.84230911
1275	1.842063206
1276	1.841869629
1277	1.841743726
1278	1.841573873
1279	1.841398056
1280	1.841186622
1281	1.840944067
1282	1.84077915
1283	1.840522616
1284	1.84037022
1285	1.840049958
1286	1.839902519
1287	1.839618353
1288	1.839514763
1289	1.83928356
1290	1.83900046
1291	1.838766615
1292	1.838635906
1293	1.838505002
1294	1.838333115
1295	1.838050008
1296	1.837993235
1297	1.837865728
1298	1.837782385
1299	1.837677079
1300	1.83759525
1301	1.837455414
1302	1.837348278
1303	1.837190551
1304	1.837061996
1305	1.836866885
1306	1.836701116
1307	1.836384522
1308	1.836211476
1309	1.836067118
1310	1.83597326
1311	1.835870293
1312	1.835662181
1313	1.835487814
1314	1.835267786
1315	1.835096813
1316	1.834779171
1317	1.834642929
1318	1.834531531
1319	1.834175944
1320	1.833892593
1321	1.833811727
1322	1.833627838
1323	1.833451603
1324	1.833275049
1325	1.833096191
1326	1.833069962
1327	1.833038742
1328	1.832941776
1329	1.832863037
1330	1.832780786
1331	1.832700077
1332	1.832571492
1333	1.832317509
1334	1.83213813
1335	1.831876182
1336	1.831630418
1337	1.83157024
1338	1.83151824
1339	1.831358389
1340	1.831201434
1341	1.831056054
1342	1.83090956
1343	1.830773642
1344	1.83057326
1345	1.830467342
1346	1.830346122
1347	1.830148076
1348	1.829810263
1349	1.829705831
1350	1.829640731
1351	1.829377537
1352	1.829249567
1353	1.828925116
1354	1.82873057
1355	1.828529535
1356	1.828326109
1357	1.828163913
1358	1.828019342
1359	1.827847441
1360	1.827541302
1361	1.827330364
1362	1.827066054
1363	1.82690045
1364	1.826656988
1365	1.826429412
1366	1.826352628
1367	1.826218867
1368	1.825997699
1369	1.825926374
1370	1.82578079
1371	1.825613286
1372	1.825396515
1373	1.825308893
1374	1.825190127
1375	1.825079827
1376	1.824894232
1377	1.824730728
1378	1.824590471
1379	1.824241733
1380	1.823978009
1381	1.823766468
1382	1.82362207
1383	1.823525207
1384	1.823356179
1385	1.823092318
1386	1.823007886
1387	1.822933143
1388	1.822784825
1389	1.822600623
1390	1.822382457
1391	1.822254562
1392	1.822061784
1393	1.821720787
1394	1.821627337
1395	1.821430398
1396	1.821208642
1397	1.820890539
1398	1.82067734
1399	1.820443609
1400	1.820216012
1401	1.819961881
1402	1.819868549
1403	1.819708085
1404	1.819641268
1405	1.819503091
1406	1.819300886
1407	1.819168958
1408	1.818957454
1409	1.818808449
1410	1.818590075
1411	1.81833791
1412	1.818181638
1413	1.817993561
1414	1.817780673
1415	1.817650869
1416	1.817429193
1417	1.817334061
1418	1.817146511
1419	1.816866538
1420	1.816773589
1421	1.816580875
1422	1.816315626
1423	1.816115399
1424	1.815994934
1425	1.815840761
1426	1.815760871
1427	1.81565404
1428	1.815360147
1429	1.815177181
1430	1.814935508
1431	1.814772729
1432	1.814630662
1433	1.814464806
1434	1.81423939
1435	1.814141258
1436	1.813994092
1437	1.813784848
1438	1.813589352
1439	1.813515616
1440	1.813343564
1441	1.81327611
1442	1.813190005
1443	1.813039781
1444	1.812974756
1445	1.812832499
1446	1.812744257
1447	1.812508204
1448	1.812225333
1449	1.812043972
1450	1.811966423
1451	1.811821331
1452	1.811772571
1453	1.811577897
1454	1.811513445
1455	1.811315398
1456	1.811187722
1457	1.810883627
1458	1.810582373
1459	1.810491337
1460	1.810391711
1461	1.810320603
1462	1.810286992
1463	1.810166072
1464	1.810049339
1465	1.809971031
1466	1.809917635
1467	1.809753172
1468	1.809646387
1469	1.80936209
1470	1.809291379
1471	1.809206323
1472	1.809001431
1473	1.808879258
1474	1.808626988
1475	1.808524907
1476	1.808401053
1477	1.808234471
1478	1.808143008
1479	1.808056648
1480	1.807980744
1481	1.807908747
1482	1.807783753
1483	1.807677589
1484	1.807599886
1485	1.807355346
1486	1.807157136
1487	1.807067662
1488	1.806988091
1489	1.806950947
1490	1.806784218
1491	1.80672293
1492	1.80672108
1493	1.80666635
1494	1.80649398
1495	1.806381363
1496	1.806119624
1497	1.8060113
1498	1.805795
1499	1.805564664
1500	1.805280648
1501	1.805173138
1502	1.80514469
1503	1.805065977
1504	1.804979418
1505	1.80470647
1506	1.804629103
1507	1.804452543
1508	1.804306275
1509	1.804188415
1510	1.804016041
1511	1.803943483
1512	1.803793374
1513	1.803751074
1514	1.803580318
1515	1.803499025
1516	1.80322664
1517	1.803144989
1518	1.803047054
1519	1.802916712
1520	1.80271534
1521	1.802643103
1522	1.802370581
1523	1.802214116
1524	1.802043429
1525	1.801870687
1526	1.80182463
1527	1.801770708
1528	1.801526614
1529	1.801371913
1530	1.801357906
1531	1.801273778
1532	1.801206251
1533	1.80105991
1534	1.800871445
1535	1.80070155
1536	1.800534472
1537	1.800362042
1538	1.800160891
1539	1.800096463
1540	1.799907553
1541	1.799741386
1542	1.79965064
1543	1.799558499
1544	1.79940596
1545	1.799223377
1546	1.79915216
1547	1.798903467
1548	1.798792657
1549	1.798745776
1550	1.798626687
1551	1.79850659
1552	1.798411298
1553	1.79813788
1554	1.797715309
1555	1.797588561
1556	1.797477388
1557	1.797358523
1558	1.797036595
1559	1.796947964
1560	1.796734657
1561	1.796613525
1562	1.796431574
1563	1.796233751
1564	1.795914286
1565	1.795722574
1566	1.795661971
1567	1.795458901
1568	1.795358297
1569	1.795209583
1570	1.795134277
1571	1.795076261
1572	1.794851435
1573	1.79468457
1574	1.794584889
1575	1.794504211
1576	1.794300505
1577	1.794185387
1578	1.79403378
1579	1.793925253
1580	1.793841948
1581	1.793632753
1582	1.793577938
1583	1.793402066
1584	1.793320684
1585	1.793054277
1586	1.792939397
1587	1.79285683
1588	1.792696363
1589	1.792477884
1590	1.792345146
1591	1.792186361
1592	1.792104513
1593	1.791969789
1594	1.791727893
1595	1.791627732
1596	1.791413124
1597	1.791330315
1598	1.791275148
1599	1.791182664
1600	1.791071608
1601	1.790963133
1602	1.790862072
1603	1.790649677
1604	1.790517981
1605	1.790379834
1606	1.790329877
1607	1.790012274
1608	1.789919163
1609	1.789667479
1610	1.789448743
1611	1.789333592
1612	1.789060386
1613	1.788806451
1614	1.788735219
1615	1.788617018
1616	1.78840613
1617	1.788186523
1618	1.78811288
1619	1.78804081
1620	1.78794353
1621	1.787863623
1622	1.787585596
1623	1.787523942
1624	1.787400942
1625	1.787312421
1626	1.787126707
1627	1.786958631
1628	1.786855799
1629	1.786647332
1630	1.786518341
1631	1.786370334
1632	1.786273672
1633	1.785994761
1634	1.785913562
1635	1.785793983
1636	1.785440808
1637	1.785278255
1638	1.785162655
1639	1.785029147
1640	1.784771979
1641	1.784685361
1642	1.784539683
1643	1.784318503
1644	1.78422726
1645	1.784043394
1646	1.783892287
1647	1.78366584
1648	1.783621555
1649	1.783386901
1650	1.783260832
1651	1.783245389
1652	1.783096645
1653	1.782889422
1654	1.782772576
1655	1.782706131
1656	1.782539272
1657	1.782402166
1658	1.782202059
1659	1.782077677
1660	1.781967012
1661	1.781846871
1662	1.78175676
1663	1.781717931
1664	1.78155522
